meting_nummer,tijd_unix_ms,testwaarde,echo_waarde,verschil,round_trip_seconden
120,1744280234745,120,120,0,0.017606258392333984
121,1744280234975,121,121,0,0.021381378173828125
122,1744280235210,122,122,0,0.01420736312866211
123,1744280235442,123,123,0,0.012555837631225586
124,1744280235674,124,124,0,0.01784491539001465
125,1744280235910,125,125,0,0.016440153121948242
126,1744280236140,126,126,0,0.012078285217285156
127,1744280236371,127,127,0,0.013439178466796875
128,1744280236600,128,128,0,0.01334834098815918
129,1744280236827,129,129,0,0.016615867614746094
130,1744280237058,130,130,0,0.013454675674438477
131,1744280237285,131,131,0,0.01551198959350586
132,1744280237515,132,132,0,0.014640331268310547
133,1744280237749,133,133,0,0.020680665969848633
134,1744280237987,134,134,0,0.017546415328979492
135,1744280238220,135,135,0,0.013198614120483398
136,1744280238448,136,136,0,0.013106346130371094
137,1744280238677,137,137,0,0.017283916473388672
138,1744280238909,138,138,0,0.013415336608886719
139,1744280239140,139,139,0,0.013177871704101562
140,1744280239367,140,140,0,0.013389110565185547
141,1744280239596,141,141,0,0.017153501510620117
142,1744280239828,142,142,0,0.013260602951049805
143,1744280240059,143,143,0,0.024713516235351562
144,1744280240298,144,144,0,0.013970613479614258
145,1744280240526,145,145,0,0.014007806777954102
146,1744280240755,146,146,0,0.01325845718383789
147,1744280240984,147,147,0,0.016137123107910156
148,1744280241216,148,148,0,0.013208866119384766
149,1744280241445,149,149,0,0.013518571853637695
150,1744280241673,150,150,0,0.017333507537841797
151,1744280241904,151,151,0,0.018522262573242188
152,1744280242137,152,152,0,0.013383865356445312
153,1744280242363,153,153,0,0.01241159439086914
154,1744280242594,154,154,0,0.013145685195922852
155,1744280242821,155,155,0,0.016184091567993164
156,1744280243053,156,156,0,0.01689910888671875
157,1744280243291,157,157,0,0.013900279998779297
158,1744280243520,158,158,0,0.01332235336303711
159,1744280243748,159,159,0,0.01240992546081543
160,1744280243978,160,160,0,0.013193607330322266
161,1744280244209,161,161,0,0.014445066452026367
162,1744280244439,162,162,0,0.013300657272338867
163,1744280244667,163,163,0,0.013429641723632812
164,1744280244895,164,164,0,0.013263225555419922
165,1744280245121,165,165,0,0.013361930847167969
166,1744280245349,166,166,0,0.018187761306762695
