Sample,X(ms) [11.04.2025 14:26:22 918 UTC],"CycleTimeMeasurement.CycleTimeInfo"
249,1744381581502.479520,5449832
250,1744381581507.841944,5584464
251,1744381581513.439680,5360712
252,1744381581518.793616,5597032
253,1744381581524.078880,5352720
254,1744381581529.722104,5287160
255,1744381581535.074760,5645248
256,1744381581540.386456,5349272
257,1744381581545.994624,5312400
258,1744381581551.483392,5609336
259,1744381581557.193040,5493912
260,1744381581562.647432,5703752
261,1744381581568.203384,5449008
262,1744381581573.643216,5563408
263,1744381581579.288392,5437032
264,1744381581584.681208,5646208
265,1744381581590.001832,5390824
266,1744381581595.660544,5552880
267,1744381581601.072328,5429016
268,1744381581606.699008,5411632
269,1744381581611.995736,5625648
270,1744381581617.672672,5298856
271,1744381581623.055256,5675456
272,1744381581628.359464,5382592
273,1744381581633.938768,5304168
274,1744381581639.375624,5579120
275,1744381581645.005072,5435896
276,1744381581650.369976,5629072
277,1744381581656.066360,5371400
278,1744381581661.548712,5699192
279,1744381581667.198544,5474560
280,1744381581672.538792,5650360
281,1744381581678.178448,5423264
282,1744381581683.612752,5560584
283,1744381581689.006152,5430424
284,1744381581694.493544,5391128
285,1744381581699.880240,5493152
286,1744381581705.471720,5383704
287,1744381581710.857160,5590616
288,1744381581716.184888,5384112
289,1744381581721.794760,5330208
290,1744381581727.180224,5612600
291,1744381581732.495120,5380568
292,1744381581738.145272,5615136
293,1744381581743.578032,5358216
294,1744381581749.217104,5425104
295,1744381581754.668488,5649416
296,1744381581760.227128,5439576
297,1744381581765.646160,5570712
298,1744381581771.289336,5409040
299,1744381581776.672768,5642096
300,1744381581782.011400,5383232
301,1744381581787.617856,5341656
302,1744381581792.989200,5604528
303,1744381581798.480648,5370024
304,1744381581803.885432,5499936
305,1744381581809.310000,5398216
306,1744381581814.890248,5635216
307,1744381581820.184488,5366496
308,1744381581825.789480,5297512
309,1744381581831.185416,5604536
310,1744381581836.893664,5395056
311,1744381581842.231952,5708056
312,1744381581847.680832,5348440
313,1744381581853.322032,5439328
314,1744381581858.717640,5641888
315,1744381581864.280160,5394640
316,1744381581869.715072,5565056
317,1744381581875.359584,5436632
318,1744381581880.719584,5639072
319,1744381581886.015080,5358624
320,1744381581891.614112,5297880
321,1744381581897.023880,5598592
322,1744381581902.658032,5410832
323,1744381581907.959440,5634472
324,1744381581913.355784,5299984
325,1744381581918.939904,5395632
326,1744381581924.258664,5584704
327,1744381581929.965976,5339848
328,1744381581935.416208,5688336
329,1744381581941.063464,5449976
330,1744381581946.397800,5646328
331,1744381581951.842696,5335168
332,1744381581957.497328,5443304
333,1744381581962.915328,5656672
334,1744381581968.471600,5415048
335,1744381581973.843136,5559224
336,1744381581979.485472,5369384
337,1744381581984.881784,5644008
338,1744381581990.222992,5394544
339,1744381581995.838096,5352208
340,1744381582001.240648,5605984
341,1744381582006.846784,5407904
342,1744381582012.189352,5597848
343,1744381582017.841600,5348144
344,1744381582023.308160,5659096
345,1744381582028.976616,5456208
346,1744381582034.349272,5670400
347,1744381582039.851424,5374896
348,1744381582045.521928,5719104
349,1744381582050.973168,5455840
350,1744381582056.538984,5658248
351,1744381582061.917392,5444360
352,1744381582067.520344,5287256
353,1744381582072.887056,5604256
354,1744381582078.192304,5359664
355,1744381582083.837240,5309624
356,1744381582089.208416,5644528
357,1744381582094.824880,5366248
358,1744381582100.098864,5620760
359,1744381582105.488768,5279896
360,1744381582111.118752,5393368
361,1744381582116.471392,5621320
362,1744381582122.167688,5360728
363,1744381582127.630872,5690480
364,1744381582133.275000,5462600
365,1744381582138.696440,5643432
366,1744381582144.240048,5420064
367,1744381582149.677728,5556008
368,1744381582155.314408,5425456
369,1744381582160.685376,5645208
370,1744381582165.978944,5360992
371,1744381582171.626336,5294456
372,1744381582177.043320,5649072
373,1744381582182.671512,5415432
374,1744381582187.953528,5628072
375,1744381582193.342328,5288936
376,1744381582198.941048,5381864
377,1744381582204.274376,5599288
378,1744381582209.948488,5339984
379,1744381582215.392960,5672400
380,1744381582221.054344,5442040
381,1744381582226.395584,5660136
382,1744381582231.838024,5341752
383,1744381582237.485736,5441416
384,1744381582242.907384,5651736
385,1744381582248.423480,5416240
386,1744381582253.840856,5518072
387,1744381582259.425696,5418552
388,1744381582264.778272,5582688
389,1744381582270.123512,5351984
390,1744381582275.743120,5348824
391,1744381582281.084048,5615136
392,1744381582286.399040,5342392
393,1744381582292.014104,5317392
394,1744381582297.422848,5615392
395,1744381582303.080848,5406784
396,1744381582308.411344,5657928
397,1744381582314.090280,5333256
398,1744381582319.546584,5679888
399,1744381582325.175960,5454464
400,1744381582330.494944,5627560
401,1744381582335.929240,5418272
402,1744381582341.601280,5334904
403,1744381582346.999072,5672640
404,1744381582352.521216,5397416
405,1744381582357.901744,5610592
406,1744381582363.578184,5292480
407,1744381582368.968408,5676832
408,1744381582374.271536,5382736
409,1744381582379.930632,5310128
410,1744381582385.345464,5661096
411,1744381582391.017104,5411712
412,1744381582396.370696,5672072
413,1744381582402.091960,5360544
414,1744381582407.586664,5716952
415,1744381582413.249040,5492048
416,1744381582418.695592,5675848
417,1744381582424.272336,5427664
418,1744381582429.735808,5590792
419,1744381582435.341864,5454880
420,1744381582440.720840,5607048
421,1744381582446.056792,5377592
422,1744381582451.678288,5337040
423,1744381582457.112608,5620224
424,1744381582462.714544,5435960
425,1744381582468.011008,5597928
426,1744381582473.420752,5302168
427,1744381582479.113432,5406072
428,1744381582484.479328,5692696
429,1744381582490.139016,5367144
430,1744381582495.602816,5663072
431,1744381582501.241528,5465224
432,1744381582506.657856,5640872
433,1744381582512.200456,5407032
434,1744381582517.626072,5546184
435,1744381582523.040504,5427064
436,1744381582528.527456,5637416
437,1744381582533.895440,5353128
438,1744381582539.495728,5277688
439,1744381582544.867304,5599560
440,1744381582550.203648,5369816
441,1744381582555.832320,5338344
442,1744381582561.200568,5627344
443,1744381582566.498568,5366744
444,1744381582572.137528,5599296
445,1744381582577.594800,5338992
446,1744381582583.249856,5458448
447,1744381582588.688720,5667504
448,1744381582594.238472,5424416
449,1744381582599.723408,5562088
450,1744381582605.386192,5472688
451,1744381582610.796880,5663792
452,1744381582616.361888,5410264
453,1744381582621.755280,5568520
454,1744381582627.149192,5389800
455,1744381582632.779024,5612096
456,1744381582638.088736,5410800
457,1744381582643.759832,5311960
458,1744381582649.150088,5670440
459,1744381582654.755312,5389000
460,1744381582660.081384,5603984
461,1744381582665.499832,5333280
462,1744381582671.147032,5415080
463,1744381582676.488528,5645288
464,1744381582682.175512,5347864
465,1744381582687.655320,5684032
466,1744381582693.296592,5476904
467,1744381582698.750232,5642136
468,1744381582704.333112,5450224
469,1744381582709.790192,5587904
470,1744381582715.435360,5455744
471,1744381582720.825784,5644112
472,1744381582726.125768,5389296
473,1744381582731.771176,5301344
474,1744381582737.260064,5645960
475,1744381582742.889728,5503008
476,1744381582748.192768,5612784
477,1744381582753.800656,5306344
478,1744381582759.199992,5606896
