meting_nummer,tijd_unix_ms,testwaarde,echo_waarde,verschil,round_trip_seconden
114,1744381603925,114,114,0,0.049607276916503906
115,1744381604114,115,115,0,0.0478060245513916
116,1744381604317,116,116,0,0.04463028907775879
117,1744381604508,117,117,0,0.046590328216552734
118,1744381604697,118,118,0,0.05552935600280762
119,1744381604903,119,119,0,0.0444180965423584
120,1744381605092,120,120,0,0.04419064521789551
121,1744381605282,121,121,0,0.04340529441833496
122,1744381605467,122,122,0,0.044451236724853516
123,1744381605649,123,123,0,0.04360651969909668
124,1744381605836,124,124,0,0.04819536209106445
125,1744381606028,125,125,0,0.0523371696472168
126,1744381606220,126,126,0,0.04969000816345215
127,1744381606409,127,127,0,0.04160284996032715
128,1744381606599,128,128,0,0.04151487350463867
129,1744381606786,129,129,0,0.04351544380187988
130,1744381606973,130,130,0,0.041443824768066406
131,1744381607163,131,131,0,0.03944253921508789
132,1744381607348,132,132,0,0.03940272331237793
133,1744381607545,133,133,0,0.04018115997314453
134,1744381607733,134,134,0,0.03945302963256836
135,1744381607920,135,135,0,0.04760146141052246
136,1744381608126,136,136,0,0.050512075424194336
137,1744381608318,137,137,0,0.049690961837768555
138,1744381608504,138,138,0,0.054900407791137695
139,1744381608707,139,139,0,0.04563617706298828
140,1744381608894,140,140,0,0.0455021858215332
141,1744381609081,141,141,0,0.055559396743774414
142,1744381609283,142,142,0,0.04025006294250488
143,1744381609469,143,143,0,0.043578386306762695
144,1744381609653,144,144,0,0.05352282524108887
145,1744381609851,145,145,0,0.04050874710083008
146,1744381610035,146,146,0,0.03956460952758789
147,1744381610217,147,147,0,0.038561344146728516
148,1744381610404,148,148,0,0.039354801177978516
149,1744381610590,149,149,0,0.04742169380187988
150,1744381610783,150,150,0,0.047685861587524414
